Campus,Semester,Course,Feedback_good,Feedback_bad,Feedback_extra
Aalborg,1,Grundlæggende programmering,,"Generelt er der mange gode intiativer og intentioner.     Vi synes det er fedt, at der er hjælpelærere til rådighed; men det falder lidt til jorden, fordi de også virker forvirrede over opgaverne vi skal løse. Et forslag er tættere samarbejde mellem lærer og hjælpelærer.    Vi synes det er fint at der er sat så meget tid af til at løse opgaver, men opgaverne er formuleret, så det er svært at løse dem uden hjælp. Når både vi og hjælpelærerne ikke er sikre på hvad der menes med opgaverne, og lærer har svært ved at formulere/forklare opgaverne anderledes, falder den gode intention til jorden. Vi foreslår at opgavestrukturen og layout revuderes evt. i samarbejde med hjælpelærere eller elever. Mange føler også, at der er for står forskel på sværhedsgraden af opgaverne som er gennemgået til forlesningerne og de opgaver som vi selv skal lave.    Vi kunne godt tænke os nogle længere og mere grundige/strukturerede forelæsninger. Vi oplever at lærer taler hurtigt og indforstået. Generelt kunne vi tænke os en mere pædagogisk tilgang med større forståelse for at vi ikke er inde i stoffet i forvejen. Enkelte elever har forståelse i forvejen og lærer interagerer hurtigt med dem, og går videre uden at medregne alle andre.    Forslag: start med at give en bredere overordnet forklaring af programmering og sammenhæng mellem de forskellige dele, før vi går i dybden med de enkelte dele - mange oplever en manglende overordnet sammenhæng for forståelsen.     Forslag: brug mere tid på at gennemgå kode step for step, så alle kan følge med i fællesskab. Forelæsningerne bliver så mere grundige og læreren kan forklare koden mens alle skriver med ham.    Der mangler generelt hjælp til elever med Mac computere, hvilket er mange. Det opleves som om man er meget på egen hånd.    Forelæsninger og videoer gennemgår begrebe som ikke står i bøgerne og omvent. Vi forslår bedre sammenhæng mellem læsningsmateriale og forelæsningsmateriale.    Vi synes videoerne er en meget god idé, men de er som forelæsningerne, ikke tydelige nok til dem som har ingen viden om programmering i forvejen.",Kurset er ikke særligt relevant til vores projekt.
Aalborg,1,Interaktionsdesign 1: Usability og skitsering,"Til usability delet var undervisningin meget god; der var god rød tråd, læreren var grundig og forståelig, han var god til at få alle til at deltage i undervisningen, slides var meget gøde. Det ville dog være bedre hvis slides var på samme sprog som undervisningen.    Til skitsering var videoerne meget gode.","Der var nogen der syntest at usability delet var for kompakt, der var meget at læse på kort tid og mange forelæsninger på tre uger, istedet for at bruge lidt længere tid til den. Det ville have været fint, hvis den havde starrted et par uger før, så ville vi have haft bedre fortåelse om hvad vi skulle lave til projektet.    Til skitsering delet var det for meget selvstudie. Det ville også være meget fint at få feedback på vores afleveringsopgave, ikke kun bestået/ikke bestået. Undervisningen var lidt upersonelig, der var ingen statusmøde eller detlines på de små opgaver som man kunne få feedback på, ikke kun igennem facebook.  Bogen var fin og man kunne sagtens bruge den, men det var unødvendigt at købe den til kurset.",
Aalborg,1,Project,"Vi har fået god viden til det som vi skulle skrive om, fx igennem usability.   Vejledningen har været meget god.  Struktur- og indholdsfortegnelserne hjælper rigtigt meget.","Vi synes vi er lidt for mange i hver gruppe, men det er dog fint at prøve at arbejde sammen i sådan en stor gruppe.",
Aalborg,1,Semester,,"Ingen samrustelse (selvom Corona situationen).   Vi mangler også lidt at lære bygningerne at kende, sidder kun i gruppelokalerne.  Manglende informationer.  Ville gærne have lært de andre bedre at kende, få hjælp til det.  Vi har ikke meget undervisning og møder næsten aldrig hinanden.  Det kunne have været holdte corona-venlige arrangementer så vi kunne lære hinanden at kende.    Der ville fx være en idé at lave ""challenges"" til de forskellige grupper hvor mang skal lave noget for at få points, fx take et video hvor man klatrer op et træ eller gør noget sjovt. Det hold som samler de fleste points for en pris. Vi kunne også have lavet noget sammen igennem teams/zoom, fx chokoladelavning eller madlavning.",
Aalborg,1,Studiemiljø,,Se svar om semesteret.,
Aalborg,1,Grundlæggende programmering,👉 Hjælpelærerne er meget gode.   Godt at folk kan følge med på zoom efter de nye coronarestriktioner.,"👉 Skifter begreber mellem dansk og engelsk, fører til lidt forvirring.   Går nogle gange meget hurtigt, bruger begreber, som vi ikke har haft om endnu. Måske bruge flere eksempler i undervisningen.   Forslagsløsning indeholder funktioner, vi ikke har haft om endnu.   Forventning om at vi selv undersøger på nettet, men det må vi ikke til eksamen.",
Aalborg,1,Interaktionsdesign 1: Usability og skitsering,Skitsering:  👉 Videoer var fine.   Godt med fleksibilitet ifh til tidspunkter  meget hyggeligt fag :)    Usability:   👉 Godt med øvelser i drev og eksempler i pp.,"Skitsering:  👉 Havde lidt forventet fysik fremmøde, måske arbejde i workshop.   Lidt scam med bogen, hvor man brugte 3 sider.     Usability:   👉 Kunne godt ligge tidligere ifh til projektet.   Ulempe at det var på teams.",
Aalborg,1,Semester,👉 Få forelæsninger,"👉 Usabilitydelen kom lidt sent i forhold til projektet, kunne måske rykkes så man har det tidligere, og programmering senere hen.",
Aalborg,1,Studiemiljø,👉 Lækkert med tavle i grupperum.,👉 elendige stole i grupperummene.   Vindue gammelt og utæt i b145.   Ikke så meget deltagelse i undervisningen på teams.,
Aalborg,1,Grundlæggende programmering,"Opgaver virker ikke så relevant til hvad vi skal bruge programmeringen til, samt at sværhedsgraden af opgaveren virker for høj, da en stor del af de studerernde ikke kan gennemføre dem.","hvis læren bliver bedt om at uddybe eller forklare et fagbegreb, forklare han det med andre fagbegreber som eleverne enden ikke har styr på eller ikke ved hvad er endnu.    Forlæsninger er lige korte nok, vi kunne godt tænke os at det var lidt mere uddybende og forklarende.",
Aalborg,1,Interaktionsdesign 1: Usability og skitsering,"Det var nemt og hurtigt at få feedback i vores skitserings kursus.    Forlæsninger fungere rigtigt godt i usability, da hele gruppen er enige om at forstå størstedelen af alt der blev snakket om.","hvis næste usability kursus også er online ville gruppen forslå at læren aktivere hans facecam, da det er noget nemmer at følge i undervisningen.    Gruppen føler generalt at skitseriungs kurset ikke fungere så godt online, da det er et meget ""Hands on"" kursus hvor vi geren vil have feedback med det samme fra læren.",
Aalborg,1,Project,"Gruppen kan godt lide emnet til p1, da vi føler det er meget relevant for vores studie.    Gruppen kan godt lide at vores underviser selv udeler i grupper.    Vejleder virker til faktisk at ville hjælpe grupperene","Gruppen ville gerne have haft en hurtig gennem gang af hgvordan et projekt vilde se ud når det er godt, for at se hvordan vi skulle sætte vores eget projekt op.",
Aalborg,1,Semester,I forhold til corona synes gruppen semesteret har klaret at holde så meget fysisks undervisningen som muligt godt.,"Evt. Optag forlæsninger så elever har mulighed for at kigge dem igennem flere gange eller hvis en studerende ikke har mulig for at komme til den originale forlæsning, specialt på zoom da vi nu bruger det en del i undervisningen.",
Aalborg,1,Studiemiljø,Gruppen kan godt lide de lokaer der bliver udelt til grupperne.    Evt. skærm/projektør inde i grupperummet så gruppen har nemmere ved at vise ting til hinanden.,"Evt. Spil som bordtennis og pool til studenrende kunne være meget cool ( har ikke en stor inflydelse, men ville hjælpe lidt på det sociale i studiemiljøet).","Grundet corona har gruppen ikke det store indblik i studielivet, da der ikke bliver afholdt så mange events."
Aalborg,1,Grundlæggende programmering,"Korte forlæsninger og god tid til at lave opgaver, men der er altid nogle af opgaverne der er for svære.","Der er mange små opgaver, men pluslig kommer der en stor opagve som er alt for svær. Så flere små opgaver.",
Aalborg,1,Interaktionsdesign 1: Usability og skitsering,online undervisningen fungeret godt fordi vi blev indraget i undervisningen og skulle lave opgaver.,"Skitsering var alt sammen på Facebook, det ville have være bedre hvis der også var live undervisning.",
Aalborg,1,Project,"Vejledermøder fungere godt og det var godt med  statusseminar, så vi kunne se hvor lang de andre grupper var i projektet.",,
Aalborg,1,Semester,"Skemet er lavet smart, så vi meget tid til at lave projekt mod slutingen af semesteret og vi har lært de ting vi skal bruge hurtigt.","Moodle er svær at finde rundt i, og det er forvirrende at vi får mails og skema fra hold vi ikke er på (AUD og BAIT).",statusseminar var godt.
Aalborg,1,Studiemiljø,Grupperum er mega gode.,,
Aalborg,1,Grundlæggende programmering, Gode hjælpelærere      - Kunne have godt med lidt variation i opgaverne.  - Opgaverne var ofte dårligt formulerede og der var mange fejl i opgaverne.," Ensformig undervisning  - Dårlige opgaver  - Når man stiller et spørgsmål, kan han oftest ikke svare på- og han griner ofte ad en.  - Korte forelæsninger  - Går ikke i dybden med opgaverne    - Havde ikke mulighed for at hjælpe os med MAC-computere.",
Aalborg,1,Interaktionsdesign 1: Usability og skitsering,Usability:  - Gode powerpoints (Slides)  - Godt forbedredt    Skitsering:  - Dygtig tegner,Usability:  - Ikke fedt med online-unvervisning  - Monotom underviser  - Underviser virker en anelse ligeglad med undervisningen  - Underviser gir sig ikke tid til at svare på spørgsmål    Skitsering:  - Ikke fedt med online-undervisning (underviser droppede det ret hurtigt pga tekniske problemer),
Aalborg,1,Project, Gode emner  -  Fedt at grupperne blev dannet for os  - Fedt med individuelle grupperum," For mange i gruppen, svært at få et godt gruppearbejde op at køre.",
Aalborg,1,Semester," Kunne være fedt med mere 'samling' på fagene, sådan at vi ikke skulle møde op for at have én undervisning på 20 min.", Ikke meget fagligt indhold,
Aalborg,1,Studiemiljø, Fedt med grupperum, ikke mange steder vi kunne mødes udenfor grupperummene,
Aalborg,1,Grundlæggende programmering,"Opgave regning bagefter forelæsningen er godt at have, det kunne fungere bedre hvis spørgsmålene (nogle af dem) var mere forståelige da hjælpelærerne ikke altid kan forstå dem.","Forelæsningerne fungerede mindre godt, da de går lidt hurtigt. Mangler mere forklaring, i dybde så man kan følge med fx. Loops, sige det her er den første slags, den gør det og det, den bruger man når man vil det og det, sådan her bruger man det (vis et eksempel i programmet). Altså sørge for at vi forstår basis så vi kan lave opgaver med det efterfølgende.",Glad for at vi har nogle på studiet som har prøvet programmering før og kan hjælpe os der ikke har prøvet det før. Hjælpelærerne er også ok.
Aalborg,1,Interaktionsdesign 1: Usability og skitsering,"Skitsering:  Fungerede fint at det var online så man kunne få det til at passe ind i sit eget skema. Måske have en enkelt første time in person for at kunne få basis ting på plads, så som streger (hvilken vej man skal tegne imod).    Usability:  Online forelæsning fungerede fint, forelæser var dybdegående og forklarede læsematerialet godt. Godt med inkluderende aktiviteter undervejs. Forelæser kunne evt. lave nogle opgaver til materialet, hvor de studerende kan tjekke op på deres viden i faget.","Skitsering:  Bogen virker lidt unødvendig, da hun forklarer det super godt i vores videoer, og det er lidt mere ""øvelse gør mester"", end at læse sig til det.    Usability:  Uheldige tekniske problemer med verification den første gang. Lidt for meget læsning per. kursus gang","Vi mangler et fag der omhandler design, design historie og design teorier, kunne for eksempel ligge efter usability da vi var færdige med usability slut oktober."
Aalborg,1,Project,"Godt at vi fik en disposition, godt at vi får grupper af uni her i starten så vi kan lære forskellige at kende.    For os fungerer det godt at have ugentlige vejledermøder - det en god motivation til at få ting gjort til hver uge, og derudover sikrer det også, at vi er på rette spor.      Det var også godt at vi fik nogle hjemmesider præsenteret, som vi kunne vælge imellem. Det sparede tid, og vi kunne hurtigt komme i gang med nogle dele af projektet.","Vi kunne godt tænke os, at vi fik lidt mere indsigt i, hvilke designteorier og teorier vi kunne inddrage i projektet. Vi synes ikke vi havde et fyldestgørende grundlag fra undervisningen til at udvælge nogle til projektet.     Statusseminar fungerede mindre godt. Vi fik ikke meget ud af den givne feedback, og ville have fået mere ud af et normalt vejledermøde. Det var fint at se, hvor langt andre var kommet, og hvad de havde gjort, men det var ikke super hjælpsomt.",
Aalborg,1,Semester,Det er godt at der bliver lavet grupper på forhånd til at starte med på første semester. På den måde skal man ikke bekymre sig om det i starten.     Det er dejligt med personlige grupperum.,"Det er irriterende, at vi får en masse mails, som ikke er rettet mod os. Fx i forbindelse med PBL, hvor vi får mails rettet til AD, eller mails rettet mod BAIT.     Det er også forvirrende inde i Moodle, hvor vi deler PBL-undervisning med AD.     Tutorerne virkede lidt forvirrede og uforberedte - vi ved dog godt at de var blevet ramt af Corona-situationen og skulle lave nogle ændringer last minute.",
Aalborg,1,Studiemiljø,"Corona har lagt en dæmper på studiemiljøet, men det har fungeret så godt som det kunne. Det fysiske fungerer men er lidt kedeligt æstetisk.","Corona går ud over alle dele af studiemiljøet, vi mangler fester og et festudvalg på denne årgang.",
Aalborg,1,Grundlæggende programmering,"Opgaveregning,     Prøve-prøven, det fungerede godt at den blev gennemgået fælles.","kursuset har ikke været begyndervenligt nok, Danny har nok taget de fleste ting som en selvfølge (dette er blevet bedre efter styringsgruppemøde).    Undervisning måtte godt være længere (flere eksempler, demonstrationer)",
Aalborg,1,Interaktionsdesign 1: Usability og skitsering,"Skitsering:   Videoer var rart, så man kunne gennem se tingene flere gange, hvis man havde behov for det.      Usabillity:  Underviser kunne godt finde ud af at bruge Teams(det gjorde forelæsningen bedre).    Opgaverne var fine, men de er ikke neme at huske.  Michael er god til at svare på spørgsmål.",Skitsering:  Mangel på supplerende undervisning.   Mangel på fysisk konsultation.        Usabillity:  Forelæsningerne var lige på den lange side(det var lidt for nemt zone ud),
